order_id,order_date,region,product,quantity,revenue
ORD002614,2025-11-30 23:59:45.645053,North,Paneer Curry Ready Meal,35,5655.650000000001
ORD002615,2025-03-28 23:59:45.645053,South,Cola 500ml,28,6296.639999999999
ORD002616,2025-08-03 23:59:45.645053,Central,Milk 1L,19,836.57
ORD002617,2025-06-01 23:59:45.645053,South,Chicken Biryani Ready Meal,9,4347.72
ORD002618,2025-03-30 23:59:45.645053,West,Potato Chips 50g,24,511.91999999999996
ORD002619,2025-10-02 23:59:45.645053,East,Dal Tadka Ready Meal,28,12847.519999999999
ORD002620,2025-12-10 23:59:45.645053,East,Paneer Curry Ready Meal,25,12437.25
ORD002621,2025-02-13 23:59:45.645053,East,Yogurt 500g,8,2390.4
ORD002622,2025-10-24 23:59:45.645053,Central,Namkeen Mix 100g,19,4945.89
ORD002623,2025-04-23 23:59:45.645053,Central,Biscuits 200g,26,10604.88
ORD002624,2025-08-01 23:59:45.645053,Central,Potato Chips 50g,36,12945.24
ORD002625,2025-12-02 23:59:45.645053,North,Dal Tadka Ready Meal,10,3647.7999999999997
ORD002626,2025-04-02 23:59:45.645053,East,Namkeen Mix 100g,7,3087.21
ORD002627,2025-04-30 23:59:45.645053,West,Paneer 200g,13,452.4
ORD002628,2025-05-21 23:59:45.645053,South,Milk 1L,29,11618.849999999999
ORD002629,,East,Milk 1L,45,11182.5
ORD002630,2025-02-14 23:59:45.645053,South,Water Bottle 1L,41,9825.65
ORD002631,2025-05-08 23:59:45.645053,South,Namkeen Mix 100g,25,-8377.0
ORD002632,2025-12-13 23:59:45.645053,West,Paneer Curry Ready Meal,48,19619.52
ORD002633,2026-01-23 23:59:45.645053,West,Biscuits 200g,17,5173.44
ORD002634,2025-09-26 23:59:45.645053,East,Mango Juice 1L,48,4978.5599999999995
ORD002635,2025-11-04 23:59:45.645053,West,Paneer 200g,41,5260.3
ORD002636,2025-05-16 23:59:45.645053,South,Water Bottle 1L,50,24058.5
ORD002637,2025-02-09 23:59:45.645053,North,Paneer 200g,49,24085.460000000003
ORD002638,2025-12-20 23:59:45.645053,South,Milk 1L,32,3028.48
ORD002639,2025-03-19 23:59:45.645053,South,Chili Sauce 250g,13,4432.349999999999
ORD002640,2025-08-27 23:59:45.645053,South,Cola 500ml,12,2235.84
ORD002641,2025-10-09 23:59:45.645053,Central,Chili Sauce 250g,41,10103.22
ORD002642,2025-09-18 23:59:45.645053,South,Mango Juice 1L,39,15622.23
ORD002643,2025-11-22 23:59:45.645053,South,Cheese Spread 100g,28,3678.0800000000004
ORD002644,2025-06-05 23:59:45.645053,North,Soy Sauce 200ml,29,916.6899999999999
ORD002645,invalid_date,East,Potato Chips 50g,47,5390.43
ORD002646,2026-01-04 23:59:45.645053,Central,Paneer Curry Ready Meal,3,59.46
ORD002647,invalid_date,North,Potato Chips 50g,18,478.43999999999994
ORD002648,2026-01-30 23:59:45.645053,South,Cola 500ml,23,10612.89
ORD002649,invalid_date,Central,Biscuits 200g,38,8770.02
ORD002650,2025-03-03 23:59:45.645053,South,Dal Tadka Ready Meal,24,1800.96
ORD002651,2025-12-17 23:59:45.645053,East,Cheese Spread 100g,39,2985.0600000000004
ORD002652,2025-12-28 23:59:45.645053,,Chili Sauce 250g,31,6172.099999999999
ORD002653,2025-06-27 23:59:45.645053,South,Cola 500ml,11,4183.5199999999995
ORD002654,invalid_date,West,Cola 500ml,42,3304.5600000000004
ORD002655,2025-04-27 23:59:45.645053,Central,Paneer 200g,13,3392.4799999999996
ORD002656,2025-02-16 23:59:45.645053,East,Cola 500ml,30,11415.0
ORD002657,2025-05-09 23:59:45.645053,North,Chicken Biryani Ready Meal,33,9645.24
ORD002658,2025-04-22 23:59:45.645053,West,Potato Chips 50g,47,3624.6400000000003
ORD002659,2025-04-07 23:59:45.645053,North,Water Bottle 1L,35,1070.65
ORD002660,,West,Water Bottle 1L,33,3452.46
ORD002661,2025-04-27 23:59:45.645053,South,Mango Juice 1L,17,2140.81
ORD002662,2025-12-22 23:59:45.645053,Central,Water Bottle 1L,43,7114.780000000001
ORD002663,2025-12-08 23:59:45.645053,North,Mango Juice 1L,22,8833.22
ORD002664,2025-02-27 23:59:45.645053,Central,Paneer Curry Ready Meal,34,13095.099999999999
ORD002665,2025-11-02 23:59:45.645053,,Cola 500ml,11,2087.69
ORD002666,2025-08-21 23:59:45.645053,East,Biscuits 200g,34,11452.56
ORD002667,2025-09-08 23:59:45.645053,Central,Biscuits 200g,37,6635.58
ORD002668,2025-08-02 23:59:45.645053,South,Biscuits 200g,29,1965.6200000000001
ORD002669,2025-03-31 23:59:45.645053,North,Biscuits 200g,9,3720.78
ORD002670,2026-01-25 23:59:45.645053,South,Chicken Biryani Ready Meal,46,11066.22
ORD002671,2025-10-23 23:59:45.645053,West,Paneer Curry Ready Meal,-10,-4212.6
ORD002672,2025-09-19 23:59:45.645053,,Namkeen Mix 100g,2,720.58
ORD002673,2025-08-20 23:59:45.645053,Central,Biscuits 200g,48,3844.32
ORD002674,2025-08-14 23:59:45.645053,Central,Yogurt 500g,39,8192.34
ORD002675,2025-10-21 23:59:45.645053,Central,Chili Sauce 250g,28,7774.199999999999
ORD002676,2025-02-21 23:59:45.645053,North,Paneer Curry Ready Meal,-6,-2459.52
ORD002677,2025-08-12 23:59:45.645053,South,Yogurt 500g,2,320.02
ORD002678,2025-05-27 23:59:45.645053,West,Cola 500ml,10,1237.6000000000001
ORD002679,,West,Paneer Curry Ready Meal,47,4039.65
ORD002680,2025-09-20 23:59:45.645053,West,Mango Juice 1L,49,23393.58
ORD002681,2025-03-09 23:59:45.645053,North,Potato Chips 50g,36,8934.48
ORD002682,2025-09-20 23:59:45.645053,East,Mango Juice 1L,35,17342.15
ORD002683,2025-09-27 23:59:45.645053,East,Cheese Spread 100g,4,1051.76
ORD002684,2025-07-25 23:59:45.645053,Central,Paneer Curry Ready Meal,5,412.29999999999995
ORD002685,2025-10-02 23:59:45.645053,West,Tomato Ketchup 500g,7,2952.3199999999997
ORD002686,invalid_date,Central,Dal Tadka Ready Meal,34,9075.62
ORD001423,2025-07-23 23:59:45.645053,North,Dal Tadka Ready Meal,46,10906.6
ORD002688,2025-07-11 23:59:45.645053,Central,Cola 500ml,48,6299.039999999999
ORD002689,2025-02-15 23:59:45.645053,South,Chicken Biryani Ready Meal,13,6337.37
ORD002690,2025-06-15 23:59:45.645053,West,Cola 500ml,7,285.74
ORD002691,2025-08-14 23:59:45.645053,Central,Cheese Spread 100g,24,2281.44
ORD002692,2026-01-14 23:59:45.645053,East,Potato Chips 50g,50,18677.5
ORD002693,2025-11-25 23:59:45.645053,Central,Potato Chips 50g,41,14336.470000000001
ORD002694,2026-01-07 23:59:45.645053,North,Milk 1L,32,6865.6
ORD002695,2025-08-10 23:59:45.645053,Central,Cheese Spread 100g,10,4209.4
ORD002696,2025-10-01 23:59:45.645053,East,Chicken Biryani Ready Meal,33,12975.27
ORD002697,2025-07-06 23:59:45.645053,South,Water Bottle 1L,2,494.34
ORD002698,2025-06-24 23:59:45.645053,West,Potato Chips 50g,44,10538.439999999999
ORD002699,2025-10-31 23:59:45.645053,West,Chili Sauce 250g,46,9505.9
ORD002700,2025-10-26 23:59:45.645053,North,Paneer Curry Ready Meal,38,9805.9
ORD002701,2025-12-27 23:59:45.645053,West,Namkeen Mix 100g,37,13451.35
ORD002702,2025-07-21 23:59:45.645053,West,Paneer Curry Ready Meal,3,912.69
ORD002703,2025-06-01 23:59:45.645053,East,Cheese Spread 100g,46,7723.86
ORD002704,2025-08-04 23:59:45.645053,,Cola 500ml,3,785.01
ORD002705,2025-12-01 23:59:45.645053,East,Paneer 200g,32,15223.36
ORD002706,2025-07-13 23:59:45.645053,Central,Tomato Ketchup 500g,15,1086.0
ORD002707,2025-08-02 23:59:45.645053,West,Dal Tadka Ready Meal,21,4856.46
ORD002708,2025-11-08 23:59:45.645053,East,Cola 500ml,20,5542.799999999999
ORD002709,2025-09-19 23:59:45.645053,Central,Chicken Biryani Ready Meal,43,14672.460000000001
ORD002710,2025-10-31 23:59:45.645053,East,Tomato Ketchup 500g,5,2212.15
ORD002711,2025-09-18 23:59:45.645053,East,Tomato Ketchup 500g,28,6811.56
ORD002712,2025-05-09 23:59:45.645053,Central,Tomato Ketchup 500g,45,22481.55
ORD002713,2025-04-04 23:59:45.645053,South,Biscuits 200g,48,19723.68
ORD002714,2025-05-22 23:59:45.645053,West,Soy Sauce 200ml,45,17280.899999999998
ORD002715,2025-02-23 23:59:45.645053,North,Namkeen Mix 100g,41,11744.039999999999
ORD002716,2025-06-05 23:59:45.645053,North,Paneer Curry Ready Meal,18,-5922.900000000001
ORD002717,2025-03-24 23:59:45.645053,North,Namkeen Mix 100g,31,1973.1499999999999
ORD002718,2025-11-11 23:59:45.645053,Central,Namkeen Mix 100g,44,18788.44
ORD002719,2025-05-03 23:59:45.645053,East,Cola 500ml,25,10514.25
ORD002720,2025-02-20 23:59:45.645053,East,Dal Tadka Ready Meal,33,3564.66
ORD002721,2025-12-26 23:59:45.645053,South,Dal Tadka Ready Meal,31,9648.75
ORD002722,2025-06-15 23:59:45.645053,Central,Tomato Ketchup 500g,38,9022.72
ORD002723,2025-05-19 23:59:45.645053,West,Yogurt 500g,27,8998.56
ORD002724,2025-09-07 23:59:45.645053,East,Namkeen Mix 100g,24,11329.2
ORD002725,2025-07-15 23:59:45.645053,West,Namkeen Mix 100g,15,4976.1
ORD002726,2025-12-27 23:59:45.645053,South,Biscuits 200g,12,245.52
ORD002727,2025-06-15 23:59:45.645053,East,Soy Sauce 200ml,42,7069.02
ORD002728,2025-05-14 23:59:45.645053,West,Chili Sauce 250g,31,13425.17
ORD002729,2025-03-24 23:59:45.645053,West,Milk 1L,23,10244.89
ORD002730,2025-02-11 23:59:45.645053,West,Tomato Ketchup 500g,16,5531.84
ORD002731,2025-11-05 23:59:45.645053,North,Chili Sauce 250g,28,12143.04
ORD002732,2025-07-15 23:59:45.645053,South,Paneer Curry Ready Meal,43,19850.95
ORD002733,2025-03-02 23:59:45.645053,Central,Biscuits 200g,36,11546.28
ORD002734,2025-09-22 23:59:45.645053,South,Cheese Spread 100g,1,-487.73
ORD002735,,East,Yogurt 500g,6,945.1800000000001
ORD002736,2025-11-02 23:59:45.645053,North,Cola 500ml,20,6217.799999999999
ORD002737,invalid_date,West,Namkeen Mix 100g,21,7442.610000000001
ORD002738,2025-04-13 23:59:45.645053,West,Chili Sauce 250g,40,4997.200000000001
ORD002739,2025-11-23 23:59:45.645053,Central,Paneer 200g,38,2990.9799999999996
ORD002288,2025-09-10 23:59:45.645053,East,Paneer 200g,16,7481.44
ORD002741,2025-05-23 23:59:45.645053,South,Mango Juice 1L,2,167.52
ORD002742,2025-06-21 23:59:45.645053,South,Chili Sauce 250g,36,-9958.68
ORD002743,2025-07-06 23:59:45.645053,North,Chicken Biryani Ready Meal,3,1357.83
ORD002744,2025-08-25 23:59:45.645053,East,Tomato Ketchup 500g,8,3444.32
ORD002745,2025-06-15 23:59:45.645053,Central,Biscuits 200g,49,4510.45
ORD002746,2025-02-18 23:59:45.645053,South,Water Bottle 1L,45,4858.2
ORD002747,2025-02-19 23:59:45.645053,North,Cola 500ml,49,11596.34
ORD002748,2025-11-28 23:59:45.645053,North,Tomato Ketchup 500g,41,10274.6
ORD002749,invalid_date,West,Chicken Biryani Ready Meal,22,4580.62
ORD002750,2025-02-02 23:59:45.645053,South,Chili Sauce 250g,7,2942.59
ORD002751,2025-06-30 23:59:45.645053,East,Namkeen Mix 100g,3,501.18
ORD002752,2025-03-31 23:59:45.645053,East,Paneer 200g,5,911.8000000000001
ORD002753,2025-06-14 23:59:45.645053,Central,Potato Chips 50g,24,2264.64
ORD002754,2025-10-17 23:59:45.645053,East,Chicken Biryani Ready Meal,45,18680.4
ORD002755,2025-11-10 23:59:45.645053,West,Biscuits 200g,50,6048.5
ORD002756,2025-02-07 23:59:45.645053,East,Mango Juice 1L,31,13501.119999999999
ORD002757,2025-09-28 23:59:45.645053,Central,Yogurt 500g,15,237.45
ORD002758,2025-05-01 23:59:45.645053,West,Water Bottle 1L,12,409.32
ORD002759,2025-11-18 23:59:45.645053,North,Cheese Spread 100g,37,6925.66
ORD002760,2025-03-18 23:59:45.645053,Central,Dal Tadka Ready Meal,41,2734.7000000000003
ORD002761,2025-07-04 23:59:45.645053,North,Tomato Ketchup 500g,21,1687.77
ORD002762,2025-12-12 23:59:45.645053,East,Mango Juice 1L,31,12448.98
ORD002763,2025-06-25 23:59:45.645053,West,Cola 500ml,19,4557.15
ORD002764,,South,Potato Chips 50g,47,8258.37
ORD002765,,West,Tomato Ketchup 500g,28,9391.480000000001
ORD002766,2025-04-03 23:59:45.645053,South,Yogurt 500g,5,2462.6499999999996
ORD002767,2025-10-19 23:59:45.645053,North,Cola 500ml,31,2442.7999999999997
ORD002768,2025-10-22 23:59:45.645053,West,Water Bottle 1L,41,14577.960000000001
ORD002769,2025-08-26 23:59:45.645053,West,Cola 500ml,23,11489.42
ORD002770,2025-12-02 23:59:45.645053,Central,Cola 500ml,18,6305.039999999999
ORD002771,2025-12-23 23:59:45.645053,North,Soy Sauce 200ml,25,9772.0
ORD002772,2025-07-06 23:59:45.645053,East,Chicken Biryani Ready Meal,33,5361.51
ORD002773,2025-05-04 23:59:45.645053,West,Chicken Biryani Ready Meal,33,4922.9400000000005
ORD002774,2025-02-26 23:59:45.645053,West,Yogurt 500g,42,2477.58
ORD002775,2025-11-07 23:59:45.645053,East,Namkeen Mix 100g,14,3214.4
ORD002776,2025-06-17 23:59:45.645053,Central,Paneer Curry Ready Meal,9,996.93
ORD002777,2025-09-14 23:59:45.645053,North,Paneer 200g,45,15390.449999999999
ORD002778,2025-09-18 23:59:45.645053,East,Paneer 200g,16,4165.76
ORD002779,2025-12-06 23:59:45.645053,Central,Chicken Biryani Ready Meal,25,401.75
ORD002780,2025-10-26 23:59:45.645053,North,Cheese Spread 100g,14,5103.7
ORD002781,2025-11-02 23:59:45.645053,South,Chili Sauce 250g,4,94.2
ORD002782,2025-05-11 23:59:45.645053,South,Paneer Curry Ready Meal,33,854.6999999999999
ORD002783,2025-05-17 23:59:45.645053,Central,Paneer 200g,46,16570.120000000003
ORD002784,2025-05-03 23:59:45.645053,North,Water Bottle 1L,6,1549.38
ORD002785,2025-11-12 23:59:45.645053,,Tomato Ketchup 500g,34,7689.1
ORD002786,2025-04-28 23:59:45.645053,Central,Dal Tadka Ready Meal,41,7979.01
ORD002787,2025-12-16 23:59:45.645053,North,Potato Chips 50g,7,742.21
ORD002788,,West,Paneer 200g,43,9050.21
ORD002789,2025-12-22 23:59:45.645053,Central,Milk 1L,1,133.22
ORD002790,2025-04-02 23:59:45.645053,South,Soy Sauce 200ml,5,1789.05
ORD002791,2025-03-29 23:59:45.645053,East,Namkeen Mix 100g,28,5819.240000000001
ORD002792,2025-11-26 23:59:45.645053,North,Paneer 200g,2,95.7
ORD002793,2026-01-02 23:59:45.645053,,Potato Chips 50g,15,6943.05
ORD002794,2025-06-20 23:59:45.645053,North,Namkeen Mix 100g,24,3925.44
ORD002795,2025-12-25 23:59:45.645053,Central,Cheese Spread 100g,47,5196.79
ORD002796,2025-11-24 23:59:45.645053,Central,Potato Chips 50g,45,4155.3
ORD002797,2026-01-22 23:59:45.645053,West,Milk 1L,2,720.8
ORD002798,2025-09-11 23:59:45.645053,East,Tomato Ketchup 500g,7,2027.3400000000001
ORD002799,2025-03-01 23:59:45.645053,Central,Chili Sauce 250g,33,14334.210000000001
ORD002800,,East,Chicken Biryani Ready Meal,32,4914.88
ORD002801,2025-07-25 23:59:45.645053,East,Paneer 200g,45,22261.5
ORD002802,2025-09-18 23:59:45.645053,East,Tomato Ketchup 500g,15,2016.6
ORD002803,2025-03-23 23:59:45.645053,Central,Soy Sauce 200ml,22,-9529.3
ORD002804,2025-03-25 23:59:45.645053,Central,Yogurt 500g,27,8363.25
ORD002805,2025-04-25 23:59:45.645053,East,Water Bottle 1L,24,8886.48
ORD002806,2025-06-08 23:59:45.645053,West,Cola 500ml,31,12912.119999999999
ORD002807,2025-03-04 23:59:45.645053,West,Chili Sauce 250g,9,694.26
ORD002808,2025-03-17 23:59:45.645053,East,Mango Juice 1L,7,3499.51
ORD002809,2025-07-04 23:59:45.645053,Central,Tomato Ketchup 500g,32,4108.8
ORD002810,,West,Paneer Curry Ready Meal,42,20735.399999999998
ORD002811,2025-12-29 23:59:45.645053,North,Potato Chips 50g,19,4195.01
ORD002812,2025-05-13 23:59:45.645053,West,Yogurt 500g,4,268.36
ORD002813,2025-05-14 23:59:45.645053,East,Biscuits 200g,13,821.34
ORD002814,2025-09-06 23:59:45.645053,South,Paneer 200g,35,1324.75
ORD002815,2025-07-08 23:59:45.645053,East,Namkeen Mix 100g,3,118.19999999999999
ORD002816,2025-08-03 23:59:45.645053,East,Biscuits 200g,10,316.6
ORD002817,2025-04-25 23:59:45.645053,East,Dal Tadka Ready Meal,16,3302.24
ORD002818,2025-08-06 23:59:45.645053,North,Potato Chips 50g,24,3627.6000000000004
ORD002819,2025-10-05 23:59:45.645053,North,Soy Sauce 200ml,17,5716.759999999999
ORD002820,2025-04-02 23:59:45.645053,Central,Paneer 200g,32,2945.28
ORD002821,2025-04-10 23:59:45.645053,Central,Cheese Spread 100g,12,5403.12
ORD002822,2025-09-17 23:59:45.645053,Central,Paneer 200g,8,1570.4
ORD002823,,Central,Paneer 200g,11,3897.96
ORD002824,2025-10-15 23:59:45.645053,Central,Cola 500ml,38,6608.959999999999
ORD002825,2025-09-21 23:59:45.645053,East,Soy Sauce 200ml,36,7653.24
ORD002826,2025-11-09 23:59:45.645053,East,Namkeen Mix 100g,35,4009.95
ORD002827,2025-11-21 23:59:45.645053,South,Soy Sauce 200ml,5,1518.4
ORD002828,2025-11-03 23:59:45.645053,Central,Cola 500ml,14,5345.759999999999
ORD002829,2025-08-04 23:59:45.645053,North,Paneer 200g,24,11698.08
ORD002830,2025-05-21 23:59:45.645053,Central,Cola 500ml,26,11848.98
ORD002831,2025-09-18 23:59:45.645053,West,Milk 1L,45,15494.849999999999
ORD002832,2026-01-17 23:59:45.645053,Central,Chicken Biryani Ready Meal,9,3323.97
ORD002833,2025-06-12 23:59:45.645053,South,Biscuits 200g,37,13831.71
ORD002834,2025-06-17 23:59:45.645053,West,Yogurt 500g,29,13834.74
ORD002835,2025-03-14 23:59:45.645053,West,Soy Sauce 200ml,37,9915.630000000001
ORD002836,2025-06-12 23:59:45.645053,West,Potato Chips 50g,47,9217.64
ORD002837,2025-08-13 23:59:45.645053,West,Soy Sauce 200ml,43,11449.609999999999
ORD002838,2025-05-31 23:59:45.645053,West,Mango Juice 1L,5,1271.1
ORD002839,2025-06-07 23:59:45.645053,East,Potato Chips 50g,36,14414.4
ORD002840,2025-02-27 23:59:45.645053,North,Soy Sauce 200ml,29,8314.3
ORD002841,2025-05-04 23:59:45.645053,East,Dal Tadka Ready Meal,20,8210.2
ORD002842,2025-08-28 23:59:45.645053,East,Tomato Ketchup 500g,2,958.94
ORD002843,2025-08-19 23:59:45.645053,Central,Cheese Spread 100g,17,7067.240000000001
ORD002844,2025-12-12 23:59:45.645053,Central,Mango Juice 1L,22,7581.42
ORD002845,2025-09-13 23:59:45.645053,Central,Chili Sauce 250g,33,15786.869999999999
ORD002846,2025-03-08 23:59:45.645053,South,Yogurt 500g,50,18845.5
ORD002847,2025-09-14 23:59:45.645053,Central,Potato Chips 50g,18,234.9
ORD002848,2025-05-20 23:59:45.645053,North,Paneer 200g,32,5210.24
ORD002849,invalid_date,South,Milk 1L,10,600.8
ORD002850,2025-03-08 23:59:45.645053,Central,Chicken Biryani Ready Meal,5,703.15
ORD002851,2025-07-15 23:59:45.645053,East,Yogurt 500g,20,4426.8
ORD002852,2025-10-12 23:59:45.645053,West,Cola 500ml,44,8734.0
ORD002853,2025-04-18 23:59:45.645053,East,Milk 1L,6,1730.22
ORD002854,2025-07-19 23:59:45.645053,North,Chicken Biryani Ready Meal,41,2815.88
ORD002855,2026-01-06 23:59:45.645053,Central,Potato Chips 50g,40,6430.8
ORD002856,2025-07-22 23:59:45.645053,South,Cola 500ml,26,10384.66
ORD002857,invalid_date,West,Chili Sauce 250g,17,1000.2800000000001
ORD002858,2026-01-30 23:59:45.645053,East,Paneer 200g,12,4353.36
ORD002859,invalid_date,Central,Water Bottle 1L,16,2272.8
ORD002860,2025-09-18 23:59:45.645053,South,Cheese Spread 100g,25,616.75
ORD002861,2025-04-04 23:59:45.645053,East,Chicken Biryani Ready Meal,45,13036.05
ORD002862,2025-06-20 23:59:45.645053,South,Cheese Spread 100g,43,12561.16
ORD002863,2025-04-16 23:59:45.645053,West,Dal Tadka Ready Meal,14,4014.7799999999997
ORD002864,2025-11-01 23:59:45.645053,Central,Water Bottle 1L,39,10222.68
ORD002865,2025-04-24 23:59:45.645053,South,Potato Chips 50g,35,9243.15
ORD002866,,East,Chili Sauce 250g,23,11054.03
ORD002867,2025-09-07 23:59:45.645053,East,Chili Sauce 250g,46,11745.18
ORD002868,,Central,Tomato Ketchup 500g,12,420.72
ORD002869,2025-09-03 23:59:45.645053,West,Cheese Spread 100g,34,2216.1200000000003
ORD002870,2025-07-16 23:59:45.645053,North,Namkeen Mix 100g,36,12943.44
ORD002871,invalid_date,Central,Biscuits 200g,36,2368.44
ORD002872,invalid_date,East,Cheese Spread 100g,9,2277.36
ORD002873,2025-07-21 23:59:45.645053,East,Paneer Curry Ready Meal,43,5415.85
ORD002874,2025-08-06 23:59:45.645053,South,Chicken Biryani Ready Meal,42,15060.779999999999
ORD002875,2025-12-23 23:59:45.645053,North,Tomato Ketchup 500g,37,7502.86
ORD002876,2025-12-21 23:59:45.645053,Central,Paneer 200g,18,2449.2599999999998
ORD002877,2025-05-14 23:59:45.645053,North,Potato Chips 50g,5,1621.8000000000002
ORD000343,2025-06-03 23:59:45.645053,Central,Chili Sauce 250g,45,9524.7
ORD002879,2025-09-02 23:59:45.645053,South,Milk 1L,45,22034.7
ORD002880,invalid_date,Central,Potato Chips 50g,46,19104.72
ORD002881,2025-06-05 23:59:45.645053,West,Milk 1L,36,13921.199999999999
ORD002882,,North,Water Bottle 1L,37,8244.710000000001
ORD002883,2026-01-07 23:59:45.645053,Central,Chicken Biryani Ready Meal,12,3396.84
ORD002884,invalid_date,Central,Biscuits 200g,10,-3520.7
ORD002885,invalid_date,Central,Mango Juice 1L,22,8453.939999999999
ORD002886,2025-08-09 23:59:45.645053,Central,Milk 1L,29,4612.16
ORD002887,2025-04-11 23:59:45.645053,South,Soy Sauce 200ml,32,8388.48
ORD002888,2025-07-25 23:59:45.645053,South,Chicken Biryani Ready Meal,7,1687.0
ORD002889,2025-03-27 23:59:45.645053,West,Paneer 200g,2,628.1
ORD002890,2025-12-10 23:59:45.645053,Central,Soy Sauce 200ml,45,6639.299999999999
ORD002891,2025-10-01 23:59:45.645053,South,Cheese Spread 100g,9,393.57
ORD002892,2025-05-21 23:59:45.645053,West,Chicken Biryani Ready Meal,20,6941.599999999999
ORD002893,2025-07-07 23:59:45.645053,East,Namkeen Mix 100g,25,12254.0
ORD002894,2025-10-25 23:59:45.645053,North,Namkeen Mix 100g,45,18184.05
ORD002895,2025-02-13 23:59:45.645053,East,Yogurt 500g,22,7039.34
ORD002896,2025-07-09 23:59:45.645053,South,Tomato Ketchup 500g,9,167.58
ORD002897,2025-03-16 23:59:45.645053,West,Potato Chips 50g,14,5078.5
ORD002898,2025-12-04 23:59:45.645053,East,Cheese Spread 100g,10,4861.6
ORD002899,2025-04-21 23:59:45.645053,South,Chicken Biryani Ready Meal,17,-7202.049999999999
ORD002900,2025-02-20 23:59:45.645053,North,Soy Sauce 200ml,17,7789.23
ORD002901,2025-05-06 23:59:45.645053,North,Paneer Curry Ready Meal,35,2561.65
ORD002902,2025-06-20 23:59:45.645053,East,Mango Juice 1L,15,6872.099999999999
ORD002903,2026-01-16 23:59:45.645053,Central,Cheese Spread 100g,45,5931.9
ORD002904,2025-08-10 23:59:45.645053,West,Milk 1L,2,365.94
ORD002905,2025-03-06 23:59:45.645053,,Tomato Ketchup 500g,45,12394.35
ORD002906,2025-06-13 23:59:45.645053,South,Yogurt 500g,5,959.05
ORD001539,2025-08-05 23:59:45.645053,East,Chicken Biryani Ready Meal,37,17025.920000000002
ORD002908,2026-01-17 23:59:45.645053,North,Milk 1L,31,8243.52
ORD002909,2025-11-11 23:59:45.645053,East,Mango Juice 1L,15,330.15000000000003
ORD002910,2025-04-18 23:59:45.645053,South,Namkeen Mix 100g,17,1988.49
ORD002911,,West,Paneer Curry Ready Meal,33,2331.4500000000003
ORD002912,2025-12-26 23:59:45.645053,South,Mango Juice 1L,1,428.9
ORD002913,2026-01-27 23:59:45.645053,South,Biscuits 200g,7,2499.84
ORD002914,2025-02-25 23:59:45.645053,East,Namkeen Mix 100g,13,3484.2599999999998
ORD002915,2025-04-21 23:59:45.645053,North,Soy Sauce 200ml,43,9284.56
ORD002916,2025-03-23 23:59:45.645053,West,Biscuits 200g,6,1266.54
ORD002917,,South,Dal Tadka Ready Meal,44,11282.04
ORD002918,2025-08-09 23:59:45.645053,South,Cola 500ml,30,10839.6
ORD002919,2025-12-23 23:59:45.645053,North,Soy Sauce 200ml,19,5206.19
ORD002920,2026-01-21 23:59:45.645053,West,Milk 1L,26,2758.86
ORD002921,invalid_date,East,Potato Chips 50g,1,357.72
ORD002922,2025-11-22 23:59:45.645053,North,Yogurt 500g,44,8830.8
ORD002923,2025-04-15 23:59:45.645053,West,Cola 500ml,20,5529.0
ORD002924,,South,Biscuits 200g,50,10423.5
ORD002925,2025-12-10 23:59:45.645053,Central,Biscuits 200g,25,8898.25
ORD002926,2026-01-31 23:59:45.645053,East,Water Bottle 1L,5,1296.9
ORD002927,2025-09-17 23:59:45.645053,West,Cola 500ml,20,600.2
ORD002928,2025-12-24 23:59:45.645053,East,Chili Sauce 250g,27,3667.14
ORD002929,2025-10-23 23:59:45.645053,Central,Water Bottle 1L,48,14135.04
ORD002930,2025-04-29 23:59:45.645053,West,Water Bottle 1L,26,9278.1
ORD002931,2025-02-13 23:59:45.645053,West,Namkeen Mix 100g,1,58.26
ORD002932,2025-06-15 23:59:45.645053,South,Potato Chips 50g,24,2613.84
ORD002933,2025-08-08 23:59:45.645053,,Yogurt 500g,16,6756.32
ORD002934,2025-07-14 23:59:45.645053,West,Paneer 200g,20,9640.599999999999
ORD002935,2025-06-10 23:59:45.645053,North,Biscuits 200g,37,4492.54
ORD002936,2025-04-26 23:59:45.645053,North,Milk 1L,35,5549.95
ORD002937,2025-10-15 23:59:45.645053,East,Namkeen Mix 100g,35,5264.0
ORD002938,2025-08-19 23:59:45.645053,Central,Cheese Spread 100g,5,1987.6499999999999
ORD002939,2025-09-03 23:59:45.645053,East,Paneer Curry Ready Meal,38,17579.94
ORD002940,2025-10-03 23:59:45.645053,North,Chili Sauce 250g,5,445.55
ORD002941,2025-12-26 23:59:45.645053,North,Chili Sauce 250g,40,10276.400000000001
ORD002942,2025-08-05 23:59:45.645053,West,Cola 500ml,1,466.63
ORD002943,,East,Paneer Curry Ready Meal,33,12016.289999999999
ORD002944,2025-10-26 23:59:45.645053,East,Soy Sauce 200ml,28,3127.3199999999997
ORD002945,2025-03-28 23:59:45.645053,West,Yogurt 500g,27,6954.12
ORD002946,2025-03-13 23:59:45.645053,East,Cola 500ml,14,5830.860000000001
ORD002947,2025-09-28 23:59:45.645053,North,Chili Sauce 250g,50,12170.0
ORD001074,2025-10-31 23:59:45.645053,North,Paneer Curry Ready Meal,24,9634.56
ORD002949,2025-05-07 23:59:45.645053,South,Biscuits 200g,4,1823.52
ORD002950,2025-02-18 23:59:45.645053,East,Soy Sauce 200ml,41,8344.32
